Country,Year,Population,GDP,GDP_Growth,GDP_Per_Capita,Medal,Athelets,Continent,Status,Income
Denmark,1996,5222411.25,2.21E+11,2.3675,42379.5,6,112,Europe,Developed,High income
Djibouti,1996,628725.5,1766314098,0.35,2810.25,0,5,Africa,Developing,Lower middle income
Dominica,1996,70975,591971165.8,1.945,8340.5,0,6,Americas,Developing,Upper middle income
Dominican Republic,1996,7750544.75,56799568302,3.555,7323.5,0,16,Americas,Developing,Upper middle income
Ecuador,1996,11331958.25,96598379564,0.32,8523.5,1,19,Americas,Developing,Upper middle income
Egypt,1996,61728029.25,3.97E+11,2.045,6419.5,0,29,Africa,Developing,Lower middle income
El Salvador,1996,5592734.75,33873317337,2.74,6054.5,0,8,Americas,Developing,Lower middle income
Equatorial Guinea,1996,488587,1237833420,15.99,2513.75,0,5,Africa,Developing,Upper middle income
Eritrea,1996,2214440.25,5297347930,12.475,2394,0,0,Africa,Developing,Low income
Estonia,1996,1448979.25,18216548126,1.37,12583.25,0,43,Europe,Developed,High income
Ethiopia,1996,56101996.5,38401565598,5.1,683.5,3,18,Africa,Developing,Low income
Fiji,1996,770096.5,6909670802,2.2875,8968.5,0,17,Oceania,Developing,Upper middle income
Finland,1996,5106217,1.58E+11,2.3825,30949.5,4,76,Europe,Developed,High income
France,1996,57692859.75,2.01E+12,0.9275,34913.25,37,293,Europe,Developed,High income
Gabon,1996,1071229,19622216662,1.3825,18308.5,0,7,Africa,Developing,Upper middle income
Gambia,1996,1111937,2403411005,-1.555,2163.25,0,9,Africa,Developing,Low income
Georgia,1996,5032239.75,16806004529,-4.2525,3344,2,34,Asia,Developing,Upper middle income
Germany,1996,80930951,3.16E+12,0.5425,39047.25,65,459,Europe,Developed,High income
Ghana,1996,16786248.75,42029760402,1.405,2502.75,0,35,Africa,Developing,Lower middle income
Greece,1996,10689097.75,2.68E+11,0.835,25106.75,8,121,Europe,Developed,High income
Grenada,1996,99717,866071206.3,0.6025,8683.5,0,5,Americas,Developing,Upper middle income
Guatemala,1996,10291541,61238317548,1.425,5947.75,0,26,Americas,Developing,Upper middle income
Guinea,1996,7177925.75,11362908118,1.8,1582.25,0,5,Africa,Developing,Low income
Guinea-Bissau,1996,1077362.75,2274935707,3.1125,2109.25,0,0,Africa,Developing,Low income
Guyana,1996,758784,4957745874,6.99,6532.25,0,7,Americas,Developing,Upper middle income
Haiti,1996,7673705.75,19990391271,-2.6675,2605.75,0,7,Americas,Developing,Low income
Honduras,1996,5631802.25,22405100756,0.7925,3978.25,0,7,Americas,Developing,Lower middle income
Hungary,1996,10349599.25,1.7E+11,1.1275,16417.5,21,212,Europe,Developed,High income
Iceland,1996,266390.25,8840522086,1.645,33179.25,0,9,Europe,Developed,High income
India,1996,954823382,1.96E+12,4.595,2053,1,49,Asia,Developing,Lower middle income
Indonesia,1996,195401032.5,1.12E+12,5.845,5725.75,4,28,Asia,Developing,Lower middle income
Iran,1996,61012986.5,5.77E+11,0.2775,9450.75,3,18,Asia,Developing,Upper middle income
Iraq,1996,19856712.5,49007202917,3.715,2466,0,3,Asia,Developing,Upper middle income
Ireland,1996,3581665,1.11E+11,5.79,31111.5,4,78,Europe,Developed,High income
Israel,1996,5182648.25,1.42E+11,4.04,27367.5,1,25,Asia,Developed,High income
Italy,1996,57162697.75,2.2E+12,1.3375,38446.75,35,340,Europe,Developed,High income
Jamaica,1996,2521490.25,24849954484,2.2575,9854.75,6,45,Americas,Developing,Upper middle income
Japan,1996,126192529.8,4.29E+12,1.27,33992.25,14,296,Asia,Developed,High income
Jordan,1996,4483401.5,36899443301,-0.0075,8228.25,0,5,Asia,Developing,Upper middle income
Kazakhstan,1996,15918667,1.46E+11,-6.1175,9189.75,11,96,Asia,Developing,Upper middle income
Kenya,1996,27361119.5,81013883089,-0.185,2960.25,8,52,Africa,Developing,Lower middle income
Kiribati,1996,77249.75,160036403,-0.28,2071.75,0,0,Oceania,Developing,Lower middle income
Kuwait,1996,1666169,99984376419,15.86,60179.25,0,25,Asia,Developing,High income
Kyrgyz Republic,1996,4549537.75,12754121254,-9.0975,2806,0,33,Asia,Developing,Lower middle income
Latvia,1996,2528399.5,24169112539,-0.9725,9562,1,47,Europe,Developed,High income
Lebanon,1996,3447132.5,46034423137,4.8775,13328.75,0,1,Asia,Developing,Upper middle income
Lesotho,1996,1879113,2792222663,2.475,1484.75,0,9,Africa,Developing,Lower middle income
Liberia,1996,2042082.25,843775612.3,-8.8625,413.25,0,5,Africa,Developing,Low income
Libya,1996,4898743.5,57313902017,6.8175,11678.5,0,5,Africa,Developing,Upper middle income
Lithuania,1996,3637540,39126326722,-3.01,10757.5,1,61,Europe,Developed,High income
Luxembourg,1996,405347.75,31019210984,1.3175,76515,0,6,Europe,Developed,High income
Madagascar,1996,13280028.25,21084949034,-1.585,1588.75,0,11,Africa,Developing,Low income
Malawi,1996,9830807.75,7100646462,4.955,722,0,2,Africa,Developing,Low income
Malaysia,1996,20241908,2.81E+11,7.005,13841.75,2,31,Asia,Developing,Upper middle income
Maldives,1996,251125,2621977976,4.3175,10428,0,6,Asia,Developing,Upper middle income
Mali,1996,9461325.25,14028436634,1.025,1482.25,0,3,Africa,Developing,Low income
Malta,1996,375420,8069266745,4.2025,21483.75,0,7,Europe,Developed,High income
Marshall Islands,1996,50254.75,192346296,1.77,3826.5,0,0,Oceania,Developing,Upper middle income
Mauritania,1996,2285147,10781169315,1.9775,4715,0,4,Africa,Developing,Lower middle income
Mauritius,1996,1120844.5,10605904302,3.6075,9457.25,0,26,Africa,Developing,Upper middle income
Mexico,1996,90898042.75,1.41E+12,0.14,15553.5,1,98,Americas,Developing,Upper middle income
Moldova,1996,4346693,27545686494,-10.2275,6332.75,2,40,Europe,Developed,Lower middle income
Monaco,1996,30578.25,1506238239,0.65,49250.5,0,3,Europe,Developed,High income
Mongolia,1996,2289564.75,5416178402,5.4525,2363.75,1,16,Asia,Developing,Lower middle income
Montenegro,1996,619765.75,5231967871,5.6025,8441.5,0,0,Europe,Developed,Upper middle income
Morocco,1996,26779351,1.07E+11,2.5625,3982.75,2,34,Africa,Developing,Lower middle income
Mozambique,1996,15190680.5,7278860174,3.8175,478.5,1,3,Africa,Developing,Low income
Myanmar,1996,43656803.5,32902402498,5.475,753,0,3,Asia,Developing,Lower middle income
Namibia,1996,1609542,9963117618,-0.505,6188.75,2,8,Africa,Developing,Upper middle income
Nauru,1996,10521.5,129490058.8,-11.455,12324.5,0,3,Oceania,Developing,Upper middle income
Nepal,1996,21299324.5,33554362321,2.5525,1574.25,0,6,Asia,Developing,Low income
Netherlands,1996,15417057.5,6.04E+11,2.13,39199,19,238,Europe,Developed,High income
New Zealand,1996,3645009.25,1.07E+11,3.5275,29292.5,6,95,Oceania,Developed,High income
Nicaragua,1996,4603815.5,15437199412,1.675,3350.5,0,26,Americas,Developing,Lower middle income
Niger,1996,9336375.5,9444462860,-2.23,1012.5,0,3,Africa,Developing,Low income
Nigeria,1996,106652893.8,2.27E+11,1.7775,2131.75,6,65,Africa,Developing,Lower middle income
North Korea,1996,21704884.75,46592260852,-4.915,2148.25,5,23,Asia,Developing,Low income
Norway,1996,4354654.75,2.12E+11,3.7025,48602.75,7,97,Europe,Developed,High income
Oman,1996,2165360.25,62419196292,1.395,28813.5,0,4,Asia,Developing,High income
Pakistan,1996,122143893,3.86E+11,0.9725,3155.5,0,24,Asia,Developing,Lower middle income
Palau,1996,16944.25,232649732.5,1.2775,13701.25,0,0,Oceania,Developing,High income
Palestine,1996,2563644.25,9940017547,3.895,3871,0,1,Asia,Developing,Lower middle income
Panama,1996,2712414.75,34455190271,1.4325,12700.5,0,7,Americas,Developing,High income
Papua New Guinea,1996,5129009.5,17356567433,4.6475,3383.75,0,11,Oceania,Developing,Lower middle income
Paraguay,1996,4721522.5,42700005776,2.2075,9037.75,0,7,Americas,Developing,Upper middle income
Peru,1996,24078133.25,1.42E+11,4.955,5874.25,0,29,Americas,Developing,Upper middle income
Philippines,1996,68990145,2.86E+11,1.845,4148,1,12,Asia,Developing,Lower middle income
Poland,1996,38414783,4.66E+11,5.3825,12140.25,17,161,Europe,Developed,High income
Portugal,1996,10066753,2.55E+11,1.3925,25279,2,107,Europe,Developed,High income
Qatar,1996,511125.25,31415993754,-0.4325,61458.5,0,12,Asia,Developing,High income
Romania,1996,23035806.5,2.72E+11,4.1025,11804,20,165,Europe,Developed,Upper middle income
Russia,1996,148242837.5,2.08E+12,-7.2225,14014.25,63,390,Europe,Developed,Upper middle income
Rwanda,1996,6012403.25,4740888777,-0.5525,785,0,4,Africa,Developing,Low income
Samoa,1996,169255.25,692108211.8,2.985,4088,0,5,Oceania,Developing,Upper middle income
San Marino,1996,25743.5,1504623839,5.7775,58393,0,7,Europe,Developed,High income
Sao Tome and Principe,1996,130492.5,331980269.8,0.415,2543.75,0,2,Africa,Developing,Lower middle income
Saudi Arabia,1996,18412601.25,4.04E+11,3.1725,21934.75,0,29,Asia,Developing,High income
Senegal,1996,8572710.5,18756705669,-0.5875,2187.75,0,11,Africa,Developing,Lower middle income
Serbia,1996,9849273.25,73631992422,-1.725,7474.5,0,0,Europe,Developed,Upper middle income
Seychelles,1996,75941.25,1215368839,0.43,16007.5,0,9,Africa,Developing,High income
Sierra Leone,1996,4313839.5,5038119457,-1.5075,1167.75,0,14,Africa,Developing,Low income
Singapore,1996,3471410.75,1.65E+11,5.8825,47385.75,0,14,Asia,Developing,High income
Slovak Republic,1996,5367592,69701358400,4.805,12983.75,3,67,Europe,Developed,High income
Slovenia,1996,1993898,41943021005,3.9725,21037.75,2,37,Europe,Developed,High income
Solomon Islands,1996,354391.75,1006819797,2.9975,2837.5,0,4,Oceania,Developing,Lower middle income
Somalia,1996,7465696.5,5723099628,-5.0125,767.25,0,4,Africa,Developing,Low income
South Africa,1996,40968645.75,3.91E+11,0.7125,9532.75,5,84,Africa,Developing,Upper middle income
South Korea,1996,45049662.75,7.88E+11,7.34,17470,27,288,Asia,Developing,High income
South Sudan,1996,5159273,12915872782,0.5375,2503.25,0,0,Africa,Developing,Low income
Spain,1996,39722545,1.15E+12,1.2225,28837.25,17,285,Europe,Developed,High income
Sri Lanka,1996,18157377,84844006061,4.5325,4670.75,0,9,Asia,Developing,Upper middle income
St. Kitts and Nevis,1996,41827,723279431,4.7025,17282.25,0,0,Americas,Developing,High income
St. Lucia,1996,146047.5,1811495830,0.4825,12402,0,0,Americas,Developing,Upper middle income
St. Vincent and the Grenadines,1996,108030.25,793698757,3.0075,7347.25,0,0,Americas,Developing,Upper middle income
Sudan,1996,23685856.75,46071177337,1.6575,1943.5,0,4,Africa,Developing,Lower middle income
Suriname,1996,438296.25,5008374804,-2.1375,11427.25,0,7,Americas,Developing,Upper middle income
Swaziland,1996,916917.5,4781568853,1.3225,5212.5,0,6,Africa,Developing,Lower middle income
Sweden,1996,8810151.5,2.96E+11,1.3425,33644.5,8,173,Europe,Developed,High income
Switzerland,1996,6960222.5,3.7E+11,-0.1625,53207.75,7,115,Europe,Developed,High income
Syria,1996,14153799.75,1.6E+11,-1.2225,11333.25,1,7,Asia,Developing,Low income
Tajikistan,1996,5722161.5,8596791298,-17.975,1507.75,0,8,Asia,Developing,Low income
Tanzania,1996,29193376,37996873321,-0.3425,1301.5,0,7,Africa,Developing,Low income
Thailand,1996,59202627.5,5.72E+11,6.4525,9657,2,33,Asia,Developing,Upper middle income
Timor-Leste,1996,833596.5,2341475300,6.495,2804.25,0,0,Asia,Developing,Lower middle income
Togo,1996,4181190,4875745358,1.625,1163.25,0,5,Africa,Developing,Low income
Tonga,1996,95883.5,428561591,4.23,4469,1,5,Oceania,Developing,Upper middle income
Trinidad and Tobago,1996,1251219.75,14808268358,3.0325,11833,2,12,Americas,Developing,High income
Tunisia,1996,9039146.25,54064978666,1.84,5978.25,1,51,Africa,Developing,Lower middle income
Turkey,1996,58031937,7.95E+11,2.905,13689.5,6,53,Asia,Developing,Upper middle income
Turkmenistan,1996,4155268,18656480728,-6.31,4502.25,0,7,Asia,Developing,Upper middle income
Tuvalu,1996,9267,26688880,0.2725,2880,0,0,Oceania,Developing,Upper middle income
Uganda,1996,20103875.25,21167051997,5.485,1050.25,1,10,Africa,Developing,Low income
Ukraine,1996,50987008.5,4.37E+11,-14.38,8563.25,23,231,Europe,Developed,Lower middle income
United Arab Emirates,1996,2355433,1.28E+11,3.7875,54238,0,4,Asia,Developing,High income
United Kingdom,1996,57852916.25,1.87E+12,2.5775,32323.25,15,297,Europe,Developed,High income
United States,1996,263818020.8,1.13E+13,2.0525,42713.5,101,636,Americas,Developed,High income
Uruguay,1996,3212635.25,38474391031,2.7725,11973.25,0,14,Americas,Developing,High income
Uzbekistan,1996,22553628,58044705029,-3.61,2575.75,2,71,Asia,Developing,Lower middle income
Vanuatu,1996,165938.25,487357323,0.7,2936,0,4,Oceania,Developing,Lower middle income
Venezuela,1996,21702047.5,3.59E+11,-1.1525,16528.75,0,39,Americas,Developing,Upper middle income
Vietnam,1996,74232682.25,1.62E+11,7.0425,2182.25,0,6,Asia,Developing,Lower middle income
Yemen,1996,14578571.5,63618065903,0.6375,4361,0,4,Asia,Developing,Low income
Zambia,1996,8990644.25,17786349728,-0.6925,1979.75,1,8,Africa,Developing,Lower middle income
Zimbabwe,1996,11326615.75,36963340862,3.715,3261,0,13,Africa,Developing,Lower middle income
Afghanistan,2000,20011425,12279083327,-4.3475,614.5,0,0,Asia,Developing,Low income
Albania,2000,3115598,16093914053,5.1,5163.75,0,4,Europe,Developed,Upper middle income
Algeria,2000,30400343.5,2.56E+11,1.79,8412.75,5,47,Africa,Developing,Upper middle income
Andorra,2000,64554,2240299396,3.955,34701,0,5,Europe,Developed,High income
Angola,2000,15623380,33372996168,7.055,2131.25,0,30,Africa,Developing,Lower middle income
Antigua and Barbuda,2000,73901.75,1293201734,2.95,17487.5,0,3,Americas,Developing,High income
Argentina,2000,36264725.75,6.96E+11,0.8025,19205,4,139,Americas,Developing,Upper middle income
Armenia,2000,3100097.25,11526626850,5.7875,3720,1,25,Asia,Developing,Upper middle income
Australia,2000,18688463.25,6.86E+11,3.22,36699.75,58,602,Oceania,Developed,High income
Austria,2000,8048579.75,3.57E+11,2.985,44394,3,92,Europe,Developed,High income
Azerbaijan,2000,8023110,28894675843,7.5975,3598.5,3,31,Asia,Developing,Upper middle income
Bahamas,2000,292517.75,11206994565,3.2625,38288,3,25,Americas,Developing,High income
Bahrain,2000,627443.5,30611801642,0.8175,48767,0,4,Asia,Developing,High income
Bangladesh,2000,123922726.5,2.3E+11,2.7875,1855.25,0,5,Asia,Developing,Lower middle income
Barbados,2000,269870.75,3933525669,2.8875,14574,1,18,Americas,Developing,High income
Belarus,2000,9943863.5,73619166681,7.7325,7406,17,139,Europe,Developed,Upper middle income
Belgium,2000,10249572.5,4.23E+11,3.015,41236,5,68,Europe,Developed,High income
Belize,2000,234528,1404072148,3.4275,5974.25,0,2,Americas,Developing,Upper middle income
Benin,2000,6570491.75,15756293307,2.135,2396.25,0,4,Africa,Developing,Low income
Bhutan,2000,571247.75,2171677567,4.245,3796.5,0,2,Asia,Developing,Lower middle income
Bolivia,2000,8177387.5,44128196585,1.21,5395.75,0,5,Americas,Developing,Lower middle income
Bosnia and Herzegovina,2000,3741234.25,23833774786,16.42,6369.25,0,9,Europe,Developed,Upper middle income
Botswana,2000,1592461,17693763810,2.8175,11104,0,7,Africa,Developing,Upper middle income
Brazil,2000,171025828,1.96E+12,0.6275,11442.5,12,190,Americas,Developing,Upper middle income
Brunei,2000,322619.25,22217608692,-1.2675,68872.5,0,2,Asia,Developing,High income
Bulgaria,2000,8103607.25,82103984149,-2.79,10131.75,13,91,Europe,Developed,Upper middle income
Burkina Faso,2000,11131230.25,14100485063,2.795,1265.5,0,4,Africa,Developing,Low income
Burundi,2000,6238424.25,5282114195,-0.95,846.75,0,6,Africa,Developing,Low income
Cambodia,2000,11735202.25,20908330699,3.4525,1779.25,0,4,Asia,Developing,Lower middle income
Cameroon,2000,14923689.5,40299617774,1.695,2699.25,1,34,Africa,Developing,Lower middle income
Canada,2000,30163836.5,1.07E+12,1.0575,35507,14,287,Americas,Developed,High income
Central African Republic,2000,3516589.25,3749381526,0.3475,1066,0,3,Africa,Developing,Low income
Chad,2000,7920683.25,7450070968,-0.815,941.25,0,2,Africa,Developing,Low income
Chile,2000,15067278.5,2.3E+11,2.8575,15237.5,1,50,Americas,Developing,High income
China,2000,1276510992,3.98E+12,7.3275,3119,58,251,Asia,Developing,Upper middle income
Colombia,2000,38679385.75,3.59E+11,-0.98,9287.5,1,44,Americas,Developing,Upper middle income
Comoros,2000,522137,1406631498,1.8325,2692.75,0,2,Africa,Developing,Lower middle income
Costa Rica,2000,3842660.5,46393262377,2.815,12065,2,7,Americas,Developing,Upper middle income
Croatia,2000,4477208,79121329610,3.1075,17675,2,88,Europe,Developed,High income
Cuba,2000,11059883,46042255910,5.465,4161.75,29,229,Americas,Developing,Upper middle income
Cyprus,2000,917309.25,28298777169,3.6725,30818.25,0,22,Asia,Developed,High income
Czech Republic,2000,10314342,2.49E+11,1.2775,24122.25,8,111,Europe,Developed,High income
Denmark,2000,5310264,2.5E+11,2.6725,47040.5,6,89,Europe,Developed,High income
Djibouti,2000,689718.25,1788368953,-1.6725,2595.25,0,2,Africa,Developing,Lower middle income
Dominica,2000,70063.25,650843191,2.6325,9290.5,0,4,Americas,Developing,Upper middle income
Dominican Republic,2000,8278359.75,73097044603,4.88,8823,0,13,Americas,Developing,Upper middle income
Ecuador,2000,12318284.5,1.05E+11,-1.0175,8492.25,0,10,Americas,Developing,Upper middle income
Egypt,2000,66859920,4.89E+11,3.8025,7301,0,89,Africa,Developing,Lower middle income
El Salvador,2000,5819204,37591378347,1.3975,6459,0,8,Americas,Developing,Lower middle income
Equatorial Guinea,2000,570725,5528210902,41.72,9613.75,0,4,Africa,Developing,Upper middle income
Eritrea,2000,2232864,6495367143,0.595,2910,0,3,Africa,Developing,Low income
Estonia,2000,1404730.75,23190849153,7.14,16511,3,33,Europe,Developed,High income
Ethiopia,2000,63443246,45398332138,-0.245,715.5,8,26,Africa,Developing,Low income
Fiji,2000,802549.25,7524062506,0.7075,9372.75,0,7,Oceania,Developing,Upper middle income
Finland,2000,5169962.5,1.92E+11,5.2225,37152.5,4,70,Europe,Developed,High income
France,2000,58596093.75,2.23E+12,2.82,38094,38,335,Europe,Developed,High income
Gabon,2000,1184702.5,21469286296,-2.825,18153.5,0,5,Africa,Developing,Upper middle income
Gambia,2000,1258368,2767028793,1.87,2197,0,2,Africa,Developing,Low income
Georgia,2000,4525957,20829310094,7.165,4609,6,36,Asia,Developing,Upper middle income
Germany,2000,81398184.75,3.38E+12,2.0575,41556,56,408,Europe,Developed,High income
Ghana,2000,18589338.75,49733798257,1.7,2674,0,22,Africa,Developing,Lower middle income
Greece,2000,10996592.75,3.1E+11,3.3675,28173,13,140,Europe,Developed,High income
Grenada,2000,102214,1087809800,6.66,10638.75,0,3,Americas,Developing,Upper middle income
Guatemala,2000,11264772.75,71688463956,1.7525,6360.75,0,15,Americas,Developing,Upper middle income
Guinea,2000,7954580.75,13425276631,1.245,1687.5,0,6,Africa,Developing,Low income
Guinea-Bissau,2000,1166328.75,2169544153,-5.655,1865,0,0,Africa,Developing,Low income
Guyana,2000,752036.75,5806728923,2,7721.5,0,4,Americas,Developing,Upper middle income
Haiti,2000,8247068.25,22160264146,0.33,2687.25,0,5,Americas,Developing,Low income
Honduras,2000,6309439.75,25509886193,0.81,4043.25,0,20,Americas,Developing,Lower middle income
Hungary,2000,10264501.25,1.88E+11,3.9,18325.25,17,178,Europe,Developed,High income
Iceland,2000,276577.5,10647795284,4.2775,38481.25,1,18,Europe,Developed,High income
India,2000,1028754329,2.5E+12,3.8225,2430.25,1,65,Asia,Developing,Lower middle income
Indonesia,2000,207170008.5,1.2E+12,-2.0725,5794,6,35,Asia,Developing,Lower middle income
Iran,2000,64383104.25,6.28E+11,1.02,9748.5,4,33,Asia,Developing,Upper middle income
Iraq,2000,22463389.75,77541370365,12.03,3432.75,0,4,Asia,Developing,Upper middle income
Ireland,2000,3713371,1.59E+11,8.655,42708.5,1,64,Europe,Developed,High income
Israel,2000,5759180.75,1.75E+11,2.0275,30365,1,39,Asia,Developed,High income
Italy,2000,56748548.75,2.36E+12,2.2275,41514.5,34,357,Europe,Developed,High income
Jamaica,2000,2620040.75,24660022186,-1.3025,9413,9,48,Americas,Developing,Upper middle income
Japan,2000,127215103,4.48E+12,0.405,35240.75,18,255,Asia,Developed,High income
Jordan,2000,4986690,42403748194,1.4625,8500.25,0,8,Asia,Developing,Upper middle income
Kazakhstan,2000,15134867.5,1.42E+11,4.235,9405.5,7,130,Asia,Developing,Upper middle income
Kenya,2000,30682367,89520480487,-1.1325,2918.25,7,56,Africa,Developing,Lower middle income
Kiribati,2000,82280,174967351.8,1.5125,2126,0,0,Oceania,Developing,Lower middle income
Kuwait,2000,1884535.75,1.09E+11,-3.41,57858.5,1,29,Asia,Developing,High income
Kyrgyz Republic,2000,4818564,14225891759,3.8025,2951,1,48,Asia,Developing,Lower middle income
Latvia,2000,2419023.5,28739035948,6.895,11888,3,45,Europe,Developed,High income
Lebanon,2000,3735618.75,54300489729,-0.1775,14537.5,0,6,Asia,Developing,Upper middle income
Lesotho,2000,2004528.75,3180182110,1.1375,1586.25,0,6,Africa,Developing,Lower middle income
Liberia,2000,2597959.25,3288815747,44.8375,1243,0,8,Africa,Developing,Low income
Libya,2000,5237149,82941240100,6.31,15824.25,0,3,Africa,Developing,Upper middle income
Lithuania,2000,3541520.5,46817117159,5.34,13223.5,5,61,Europe,Developed,High income
Luxembourg,2000,428294,37600809716,5.735,87708.25,0,7,Europe,Developed,High income
Madagascar,2000,15051495.25,23872962341,0.965,1585.25,0,11,Africa,Developing,Low income
Malawi,2000,10705081.75,8545829961,0.37,798,0,2,Africa,Developing,Low income
Malaysia,2000,22383245.5,3.43E+11,1.22,15332,0,36,Asia,Developing,Upper middle income
Maldives,2000,271299.75,3465068417,4.5,12760.5,0,4,Asia,Developing,Upper middle income
Mali,2000,10511078,17048421631,1.76,1621,0,5,Africa,Developing,Low income
Malta,2000,388828.25,9934424385,4.77,25537,0,7,Europe,Developed,High income
Marshall Islands,2000,50495.25,173216040,-1.9025,3430.5,0,0,Oceania,Developing,Upper middle income
Mauritania,2000,2530396.25,11532455539,-2.91,4559.75,0,2,Africa,Developing,Lower middle income
Mauritius,2000,1170037.75,12986708260,4.445,11094.75,0,20,Africa,Developing,Upper middle income
Mexico,2000,96762997.25,1.66E+12,3.365,17117.25,6,78,Americas,Developing,Upper middle income
Moldova,2000,4242451.5,21895223541,-1.345,5159.75,2,34,Europe,Developed,Lower middle income
Monaco,2000,31701.5,1697966387,2.8675,53541.75,0,4,Europe,Developed,High income
Mongolia,2000,2366264,7355467535,6.6275,3106.5,0,20,Asia,Developing,Lower middle income
Montenegro,2000,615691.5,7761032322,2.7925,12604.75,0,0,Europe,Developed,Upper middle income
Morocco,2000,28278549,1.21E+11,0.865,4294.75,5,55,Africa,Developing,Lower middle income
Mozambique,2000,17041805.5,10271803817,5.7425,601.75,1,4,Africa,Developing,Low income
Myanmar,2000,45884804,43692822784,7.705,951,0,7,Asia,Developing,Lower middle income
Namibia,2000,1747027,11435932643,1.645,6543.75,0,11,Africa,Developing,Upper middle income
Nauru,2000,10498.5,84475702.75,-8.9825,8038.25,0,2,Oceania,Developing,Upper middle income
Nepal,2000,23273429.25,40307310444,2.585,1730.75,0,5,Asia,Developing,Low income
Netherlands,2000,15790711.25,7.11E+11,3.9,45001,25,231,Europe,Developed,High income
New Zealand,2000,3803362.75,1.2E+11,1.9575,31595.5,4,147,Oceania,Developed,High income
Nicaragua,2000,4949662.75,18728345908,2.9675,3781,0,6,Americas,Developing,Lower middle income
Niger,2000,10746349.75,10441844969,-1.07,972,0,4,Africa,Developing,Low income
Nigeria,2000,117830333,2.77E+11,2.7675,2352.75,3,81,Africa,Developing,Lower middle income
North Korea,2000,22633141.25,42351329827,-1.0125,1871,4,31,Asia,Developing,Low income
Norway,2000,4460283.5,2.48E+11,2.65,55610.75,10,89,Europe,Developed,High income
Oman,2000,2256122.25,72639791058,3.5275,32193.5,0,6,Asia,Developing,High income
Pakistan,2000,136717218.3,4.37E+11,0.05,3197.75,0,27,Asia,Developing,Lower middle income
Palau,2000,18575.5,268250381,-2.6425,14455,0,5,Oceania,Developing,High income
Palestine,2000,3054126.75,14244313040,3.9475,4659,0,2,Asia,Developing,Lower middle income
Panama,2000,2941938.75,41588647507,3.0175,14128,0,6,Americas,Developing,High income
Papua New Guinea,2000,5648039,17135100220,-4.3925,3037,0,5,Oceania,Developing,Lower middle income
Paraguay,2000,5161371,46520281056,-1.9575,9021.25,0,5,Americas,Developing,Upper middle income
Peru,2000,25851816.5,1.66E+11,0.8725,6403.75,0,21,Americas,Developing,Upper middle income
Philippines,2000,75505143,3.32E+11,0.7775,4395,0,20,Asia,Developing,Lower middle income
Poland,2000,38558399,5.84E+11,5.325,15148.25,14,183,Europe,Developed,High income
Portugal,2000,10235057,2.97E+11,3.6575,29026.5,2,61,Europe,Developed,High income
Qatar,2000,562459.75,46853813860,9.0225,83199.75,1,17,Asia,Developing,High income
Romania,2000,22384859,2.68E+11,-1.0075,11986,26,145,Europe,Developed,Upper middle income
Russia,2000,147102859.5,1.96E+12,3.405,13327.25,89,435,Europe,Developed,Upper middle income
Rwanda,2000,7204406,6228340287,1.5825,865,0,5,Africa,Developing,Low income
Samoa,2000,173241,786362609.5,2.4975,4538,0,5,Oceania,Developing,Upper middle income
San Marino,2000,27003.75,1876922527,4.1,69457.25,0,4,Europe,Developed,High income
Sao Tome and Principe,2000,138978.5,356659169,-0.0125,2566.25,0,2,Africa,Developing,Lower middle income
Saudi Arabia,2000,20012202.5,5.15E+11,4.255,25695,2,18,Asia,Developing,High income
Senegal,2000,9461275.25,21891846086,2.195,2312,0,26,Africa,Developing,Lower middle income
Serbia,2000,9634638.75,85358433994,2.1525,8858.25,0,0,Europe,Developed,Upper middle income
Seychelles,2000,79580.75,1484959157,4.365,18655,0,9,Africa,Developing,High income
Sierra Leone,2000,4440930.75,4672404439,-1.4025,1052,0,3,Africa,Developing,Low income
Singapore,2000,3899116.25,2.06E+11,2.8325,52704.75,0,14,Asia,Developing,High income
Slovak Republic,2000,5395842.75,83247326907,2.69,15428,5,108,Europe,Developed,High income
Slovenia,2000,1987544,49448083045,4.33,24878.75,2,74,Europe,Developed,High income
Solomon Islands,2000,396239.25,1046116524,-6.2225,2646.25,0,2,Oceania,Developing,Lower middle income
Somalia,2000,8399257.75,5698740583,-1.76,678.5,0,2,Africa,Developing,Low income
South Africa,2000,43993994.75,4.34E+11,0.835,9871.25,5,127,Africa,Developing,Upper middle income
South Korea,2000,46803235.75,9.84E+11,4.55,21015.5,28,271,Asia,Developing,High income
South Sudan,2000,5801716.75,16879696477,5.3125,2902,0,0,Africa,Developing,Low income
Spain,2000,40379016,1.32E+12,4.02,32721.5,11,321,Europe,Developed,High income
Sri Lanka,2000,18619097.75,1.04E+11,4.77,5566.75,1,18,Asia,Developing,Upper middle income
St. Kitts and Nevis,2000,43446.75,868737266.5,3.91,19987.75,0,0,Americas,Developing,High income
St. Lucia,2000,153917,1975541100,0.765,12831.75,0,0,Americas,Developing,Upper middle income
St. Vincent and the Grenadines,2000,107813,899881735,3.03,8346.75,0,0,Americas,Developing,Upper middle income
Sudan,2000,26332740.25,58287671491,3.2175,2212.5,0,3,Africa,Developing,Lower middle income
Suriname,2000,462581.75,5460284254,0.9175,11804.75,0,4,Americas,Developing,Upper middle income
Swaziland,2000,985718.75,5423680863,1.04,5501.25,0,6,Africa,Developing,Lower middle income
